source,paradigm,is_cube,session_id,bodypart,canonical,n_frames,fps,mean_likelihood,interp_rate,mean_velocity_px_s,std_velocity_px_s,cv_velocity,mean_jitter,pos_std_x,pos_std_y,bbox_area
sturman_oft,open_field,False,27_02_A_190507150003DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,tailtip,,15246,25,0.9700933557048207,0.022497704315886134,151.87022093043174,577.127900334823,3.800138676292517,5.108494739259117,112.54267493597408,89.86250264164472,417485.0080872768
sturman_oft,open_field,False,28_02_A_190507151545DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,tl,,15240,25,0.9301978188803972,0.0671259842519685,11.327427685916145,11.905254568120432,1.0510113062052668,0.3038350508117211,0.9516084829595841,2.6824682583377117,265.2330854496512
sturman_oft,open_field,False,28_02_A_190507151545DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,tr,,15240,25,0.9629746353649717,0.036023622047244096,9.600649709163,9.848034507232613,1.0257675059046791,0.2433113115215139,1.3499917761549174,0.7871605316992398,403.7223972714833
sturman_oft,open_field,False,28_02_A_190507151545DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,bl,,15240,25,0.9725429608127264,0.02125984251968504,11.94804169313549,12.351067622122626,1.0337315469210897,0.30524530707613745,2.1219126411850713,1.445898931719818,570.4435686367941
sturman_oft,open_field,False,28_02_A_190507151545DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,br,,15240,25,0.9720002535642601,0.026509186351706036,11.404252516191717,11.127293080191778,0.9757143718444754,0.303082626849326,1.2150315905142668,1.4400539774565668,751.5976463670885
sturman_oft,open_field,False,28_02_A_190507151545DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,centre,,15240,25,0.9538987891939212,0.04153543307086614,33.97466836122572,70.45544092832101,2.07376390489597,0.8971994973159344,19.58943360845334,6.779645433586474,94640.57523537538
sturman_oft,open_field,False,28_02_A_190507151545DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,nose,nose,15240,25,0.9370017074283183,0.05334645669291339,103.69783605768261,263.6938523349879,2.5429060273572777,1.7438663729290298,139.78776014773442,111.00589969469398,321902.46148351714
sturman_oft,open_field,False,28_02_A_190507151545DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,headcentre,head,15240,25,0.9872387870579098,0.011351706036745407,91.6008830315074,238.95549631852475,2.6086593099362667,1.466062175289985,138.4047295853389,110.21997223990431,317394.01738413447
sturman_oft,open_field,False,28_02_A_190507151545DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,neck,neck,15240,25,0.9901111778683394,0.00905511811023622,83.48741366783126,189.73626409423954,2.272633152215461,1.1990639752512242,136.77814443613912,108.19545354914416,284833.5565056111
sturman_oft,open_field,False,28_02_A_190507151545DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,earl,,15240,25,0.9876521164996261,0.010826771653543307,85.20175766851439,147.28848409956115,1.728702413307025,1.2757746377363972,137.69740874097883,109.3704903149096,193965.77837590367
sturman_oft,open_field,False,28_02_A_190507151545DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,earr,,15240,25,0.9901304334226086,0.00879265091863517,85.15903327664586,147.9888611792313,1.7377940482071674,1.2967974983750856,137.0418602710093,109.0420859770919,197932.48677488742
sturman_oft,open_field,False,28_02_A_190507151545DeepCut_resnet50_Blockcourse1May9shuffle1_1030000,bodycentre,body_center,15240,25,0.9911869138185903,0.008333333333333333,79.87757033896995,310.36045244293075,3.8854518374291978,1.394884047015766,134.68717690939553,106.04785273941751,395510.0615015134
